,address,transaction_weight,holdings_weight,influence_score
0,N2C374IRX7HEX2YEQWJBTRSVRHRUV4ZSF76S54WV4COTHRUNYRCI47R3WU,0.0009631019446016489,1.0,0.6003852407778406
1,MTCEM5YJJSYGW2RCXYXGE4SXLSPUUEJKQAWG2GUX6CNN72KQ3XPJCM6NOI,0.05742853490081362,0.8322095142301121,0.5222971224983927
25,GH27QMBSQZF3O6J7SGXQRQMUQD264HNXZ7R6OXDPIOR5XOOE22UBWUXZI4,1.0,1.530370839397234e-10,0.4000000000918223
73,V6F7XZUE6G4ODLE47CY32PLDLEC6LELBE7JWQX6RMBJBPFMZ5UOM3WXMWM,0.38281108850649326,0.0769663428592211,0.19930424111812997
79,UPBR75UVEX4UVBKLLXDEVF5OI6SN426G7IEEZFM2QYMXQHPHTX5FZUT2MA,0.13017404571053123,0.11885934757411354,0.12338522682868062
19,T6MXHXMGXURKJ7AD5NCB4IYPLWXYXKKFLLO5KAPJ56GKS7BFXHNHOODZCM,0.21593129121174418,0.048524831211219296,0.11548741521142926
64,KHGLFYRM52BT6R5CSREB7BNUOSR3FUEHCWLIXKWM44SD2RZMSXDPZS77U4,0.13031315832396395,0.09708275019630397,0.11037491344736797
21,5GW5VO4JNTHXVH2DYV7HAKBKGQFSCAI4MBUD5EN3FLBGLF4KKRXJE24ASI,0.04083514523669435,0.15609515739869287,0.10999115253389345
5,J63NZUR3S4LJC2RPBSOXGQ75DUVQEBTIFUWL2R7FCQES24HFLQAFB6WDAY,2.5957697772234536e-12,0.16782238786642603,0.10069343272089393
6,5P4IEQSZBRAQHE4WQIIMYQGSVD4N6ZWM7TEJ3QXXMZIL4BR3MV6BFQYTUQ,0.0,0.167743370679813,0.1006460224078878
69,QYXDGS2XJJT7QNR6EJ2YHNZFONU6ROFM6BKTBNVT63ZXQ5OC6IYSPNDJ4U,0.08265417982701724,0.11009596669471389,0.09911925194763524
82,ASDNGCOKPWDF3IFVNGVYTRC4EBU4RGFBIX4PVFMBVUM3T4WIKID5GABY3Y,0.21463863414383,0.018668305152241715,0.09705643674887703
70,XMVGCC27ZCGWKOQYZDE5WESGYS4V7CRTQVIAZETJNNV7U3QTHJ6CUZ62PQ,0.08912743189444709,0.10215396462991738,0.09694335153572926
7,ZDEFFZZ4NAWFP525TOGNWICWOXKOF74DFMYCE6BMMZIZVX5NNPYKN4SRRA,0.0,0.1601577910027831,0.09609467460166986
8,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,2.7450839679486966e-12,0.15499582805583886,0.09299749683460136
9,LYKPESAJWNRAV7XADUHBKLADBK47HWKIM4W3K7ICKXXEURMP2AJLYLFDF4,0.0,0.15438419282755916,0.09263051569653549
