fecha,tipo,asset_id,monto
2023-03-25 07:00:00,Recibido,ALGO,84.99600000000001
2023-03-25 07:30:00,Recibido,ALGO,396.998
2023-03-25 08:15:00,Recibido,ALGO,164.5
2023-03-25 08:45:00,Recibido,ALGO,186.9965
2023-03-25 09:00:00,Recibido,ALGO,1159.368
2023-03-25 11:15:00,Recibido,ALGO,1157.706504
2023-03-25 11:45:00,Recibido,ALGO,7.4257
2023-03-25 12:00:00,Recibido,ALGO,91.321652
2023-03-25 14:45:00,Recibido,ALGO,95.540113
2023-03-25 15:15:00,Recibido,ALGO,5.998
2023-03-25 17:00:00,Recibido,ALGO,54.422651
2023-03-25 19:15:00,Recibido,ALGO,46.716057
2023-03-25 20:45:00,Recibido,ALGO,433.863685
2023-03-25 21:00:00,Recibido,ALGO,86.53619
2023-03-25 22:15:00,Recibido,ALGO,43.1927
2023-03-25 23:45:00,Recibido,ALGO,184.3512
2023-03-26 02:00:00,Recibido,ALGO,492.721
2023-03-26 02:45:00,Recibido,ALGO,874.616
2023-03-26 03:15:00,Recibido,ALGO,36.72505
2023-03-26 04:15:00,Recibido,ALGO,4721.998
2023-03-26 08:00:00,Recibido,ALGO,285.984654
2023-03-26 09:30:00,Recibido,ALGO,289.414
2023-03-26 09:45:00,Recibido,ALGO,4.998
2023-03-26 11:30:00,Recibido,ALGO,360.420267
2023-03-26 13:00:00,Recibido,ALGO,309.2787
2023-03-26 13:45:00,Recibido,ALGO,9.198
2023-03-26 14:45:00,Recibido,ALGO,362.991941
2023-03-26 15:45:00,Recibido,ALGO,497.451512
2023-03-26 16:00:00,Recibido,ALGO,504.975755
2023-03-26 18:00:00,Recibido,ALGO,99.397
2023-03-26 19:15:00,Recibido,ALGO,168.4942
2023-03-26 20:00:00,Recibido,ALGO,1124.544664
2023-03-26 20:15:00,Recibido,ALGO,152.70513
2023-03-26 21:15:00,Recibido,ALGO,1599.998
2023-03-26 22:00:00,Recibido,ALGO,1499.998
2023-03-26 22:15:00,Recibido,ALGO,4987.8836
2023-03-26 23:30:00,Recibido,ALGO,167.5685
2023-03-26 23:45:00,Recibido,ALGO,783.819003
2023-03-27 08:00:00,Recibido,ALGO,5.998
2023-03-27 08:30:00,Recibido,ALGO,12175.845
2023-03-27 10:00:00,Recibido,ALGO,707.384914
2023-03-27 11:00:00,Recibido,ALGO,1444.4823999999999
2023-03-27 12:45:00,Recibido,ALGO,5047.412352
2023-03-27 13:00:00,Recibido,ALGO,84.6866
2023-03-27 13:30:00,Recibido,ALGO,34.998
2023-03-27 14:15:00,Recibido,ALGO,47.498
2023-03-27 14:30:00,Recibido,ALGO,99.898
2023-03-27 15:00:00,Recibido,ALGO,2011.9704
2023-03-27 15:15:00,Recibido,ALGO,426.241423
2023-03-27 15:45:00,Recibido,ALGO,251.617365
2023-03-27 16:00:00,Recibido,ALGO,89.6483
2023-03-27 16:30:00,Recibido,ALGO,2716.728301
2023-03-27 16:45:00,Recibido,ALGO,93.898
2023-03-27 17:15:00,Recibido,ALGO,1781.027
2023-03-27 17:45:00,Recibido,ALGO,235.566803
2023-03-27 18:00:00,Recibido,ALGO,999.998
2023-03-27 19:45:00,Recibido,ALGO,205.874283
2023-03-27 20:30:00,Recibido,ALGO,503.1745
2023-03-27 22:00:00,Recibido,ALGO,6.048
2023-03-27 22:45:00,Recibido,ALGO,375.351359
2023-03-27 23:30:00,Recibido,ALGO,536.623196
2023-03-28 00:00:00,Recibido,ALGO,1031.581192
2023-03-28 01:45:00,Recibido,ALGO,143.450563
2023-03-28 02:15:00,Recibido,ALGO,222.897
2023-03-28 07:45:00,Recibido,ALGO,103.028303
2023-03-28 08:45:00,Recibido,ALGO,3.998
2023-03-28 10:45:00,Recibido,ALGO,99.591162
2023-03-28 11:15:00,Recibido,ALGO,322.37599
2023-03-28 11:30:00,Recibido,ALGO,4613.995999999999
2023-03-28 12:00:00,Recibido,ALGO,9.498
2023-03-28 12:45:00,Recibido,ALGO,1379.385915
2023-03-28 14:15:00,Recibido,ALGO,495.8262
2023-03-28 14:30:00,Recibido,ALGO,147.4631
2023-03-28 15:00:00,Recibido,ALGO,983.731959
2023-03-28 16:15:00,Recibido,ALGO,104.658
2023-03-28 17:00:00,Recibido,ALGO,372.108
2023-03-28 17:15:00,Recibido,ALGO,199.998
2023-03-28 18:30:00,Recibido,ALGO,3757.83884
2023-03-28 18:45:00,Recibido,ALGO,627.961925
2023-03-28 19:00:00,Recibido,ALGO,1870.530173
2023-03-28 20:00:00,Recibido,ALGO,106.397
2023-03-28 20:45:00,Recibido,ALGO,609.862085
2023-03-28 21:45:00,Recibido,ALGO,1163.852781
2023-03-28 22:00:00,Recibido,ALGO,2001.633621
2023-03-29 00:15:00,Recibido,ALGO,511.617867
2023-03-29 03:30:00,Recibido,ALGO,196.6417
2023-03-29 05:00:00,Recibido,ALGO,31.928
2023-03-29 05:45:00,Recibido,ALGO,7.998455
2023-03-29 06:00:00,Recibido,ALGO,125.275706
2023-03-29 06:15:00,Recibido,ALGO,2949474.679841
2023-03-29 06:45:00,Recibido,ALGO,1933798.862564
2023-03-29 07:30:00,Recibido,ALGO,4082347.363773
2023-03-29 08:15:00,Recibido,ALGO,224.006619
2023-03-29 08:30:00,Recibido,ALGO,5549730.818464
2023-03-29 09:00:00,Recibido,ALGO,7201.83
2023-03-29 09:15:00,Recibido,ALGO,1190.616342
2023-03-29 09:45:00,Recibido,ALGO,10009.994999999999
2023-03-29 10:30:00,Recibido,ALGO,10102.948409
2023-03-29 10:45:00,Recibido,ALGO,318.4792
2023-03-29 11:15:00,Recibido,ALGO,186.2549
2023-03-29 11:30:00,Recibido,ALGO,59.998
2023-03-29 12:45:00,Recibido,ALGO,2195.2365369999998
2023-03-29 13:15:00,Recibido,ALGO,6070.240336
2023-03-29 14:00:00,Recibido,ALGO,218.266
2023-03-29 14:45:00,Recibido,ALGO,14.998
2023-03-29 15:00:00,Recibido,ALGO,1014.18279
2023-03-29 15:30:00,Recibido,ALGO,3494.2305
2023-03-29 15:45:00,Recibido,ALGO,169.178698
2023-03-29 16:15:00,Recibido,ALGO,3359.672512
2023-03-29 16:30:00,Recibido,ALGO,6307.554632
2023-03-29 17:45:00,Recibido,ALGO,546.83832
2023-03-29 18:30:00,Recibido,ALGO,3913.941719
2023-03-29 19:00:00,Recibido,ALGO,497.270282
2023-03-29 19:30:00,Recibido,ALGO,9999.897
2023-03-29 20:30:00,Recibido,ALGO,2999.397
2023-03-29 21:15:00,Recibido,ALGO,225.896
2023-03-29 21:45:00,Recibido,ALGO,38.616
2023-03-29 22:00:00,Recibido,ALGO,1963.306232
2023-03-29 22:45:00,Recibido,ALGO,195.9764
2023-03-29 23:15:00,Recibido,ALGO,299.998
2023-03-29 23:30:00,Recibido,ALGO,400.9869
2023-03-30 01:15:00,Recibido,ALGO,1754.387888
2023-03-30 02:45:00,Enviado,ALGO,40000000.0
2023-03-30 05:45:00,Recibido,ALGO,2019.188559
2023-03-30 07:45:00,Recibido,ALGO,4742.914385
2023-03-30 08:15:00,Recibido,ALGO,10.998
2023-03-30 08:30:00,Recibido,ALGO,20999.998
2023-03-30 09:15:00,Recibido,ALGO,463.173037
2023-03-30 09:45:00,Recibido,ALGO,1261.771092
2023-03-30 10:00:00,Recibido,ALGO,3739.998
2023-03-30 11:45:00,Recibido,ALGO,85.027
2023-03-30 12:00:00,Recibido,ALGO,2664.559664
2023-03-30 12:30:00,Recibido,ALGO,69.743442
2023-03-30 12:45:00,Recibido,ALGO,59.992728
2023-03-30 13:30:00,Recibido,ALGO,2310.89297
2023-03-30 15:00:00,Recibido,ALGO,2486.869917
2023-03-30 15:30:00,Recibido,ALGO,100.25929299999999
2023-03-30 16:15:00,Recibido,ALGO,0.998
2023-03-30 16:45:00,Recibido,ALGO,3782.049532
2023-03-30 17:30:00,Recibido,ALGO,2000.456
2023-03-30 18:15:00,Recibido,ALGO,518.318607
2023-03-30 18:30:00,Recibido,ALGO,33.998
2023-03-30 19:00:00,Recibido,ALGO,719.0124
2023-03-30 19:45:00,Recibido,ALGO,254.925156
2023-03-30 20:15:00,Recibido,ALGO,1148.65693
2023-03-30 20:30:00,Recibido,ALGO,32.393877
2023-03-30 21:00:00,Recibido,ALGO,58.897
2023-03-30 21:15:00,Recibido,ALGO,799.511381
2023-03-30 22:15:00,Recibido,ALGO,1444.743
2023-03-30 22:30:00,Recibido,ALGO,149.998
2023-03-30 23:00:00,Recibido,ALGO,1519.1717290000001
2023-03-30 23:15:00,Recibido,ALGO,2880.135895
2023-03-31 00:00:00,Recibido,ALGO,13.997
2023-03-31 04:00:00,Recibido,ALGO,13999.998
2023-03-31 04:15:00,Enviado,ALGO,10000000.0
2023-03-31 05:30:00,Recibido,ALGO,15054.265577
2023-03-31 06:15:00,Recibido,ALGO,25.392
2023-03-31 07:00:00,Recibido,ALGO,381.80415
2023-03-31 07:30:00,Recibido,ALGO,18.03993
2023-03-31 08:00:00,Recibido,ALGO,159.388
2023-03-31 09:00:00,Recibido,ALGO,6022.288095
2023-03-31 09:45:00,Recibido,ALGO,17557.274441
2023-03-31 10:15:00,Recibido,ALGO,4109.7176469999995
2023-03-31 10:30:00,Recibido,ALGO,329.34555
2023-03-31 11:00:00,Recibido,ALGO,9.898
2023-03-31 11:45:00,Recibido,ALGO,3499.998
2023-03-31 12:00:00,Recibido,ALGO,2318.108324
2023-03-31 12:30:00,Recibido,ALGO,843.597
2023-03-31 13:00:00,Recibido,ALGO,320.998
2023-03-31 14:00:00,Recibido,ALGO,46.995999999999995
2023-03-31 14:30:00,Recibido,ALGO,501.998
2023-03-31 14:45:00,Recibido,ALGO,39.012832
2023-03-31 15:15:00,Recibido,ALGO,4104.849101
2023-03-31 15:30:00,Recibido,ALGO,3965.837701
2023-03-31 16:00:00,Recibido,ALGO,5673.794
2023-03-31 16:15:00,Recibido,ALGO,29971.350318
2023-03-31 16:45:00,Recibido,ALGO,1910.384669
2023-03-31 17:00:00,Recibido,ALGO,198.328
2023-03-31 18:15:00,Recibido,ALGO,7048.998
2023-03-31 19:00:00,Recibido,ALGO,315.821208
2023-03-31 20:00:00,Recibido,ALGO,32.998
2023-03-31 22:15:00,Recibido,ALGO,573.5542
2023-03-31 22:30:00,Recibido,ALGO,1386.4434059999999
2023-03-31 23:00:00,Recibido,ALGO,1134.169421
2023-03-31 23:15:00,Recibido,ALGO,949.998
2023-04-01 01:00:00,Recibido,ALGO,449.998
2023-04-01 06:00:00,Recibido,ALGO,110.988
2023-04-01 06:15:00,Recibido,ALGO,207.118
2023-04-01 06:45:00,Recibido,ALGO,98.723153
2023-04-01 07:30:00,Recibido,ALGO,984.461774
2023-04-01 08:00:00,Recibido,ALGO,145.90838100000002
2023-04-01 08:45:00,Recibido,ALGO,49.540316
2023-04-01 09:30:00,Recibido,ALGO,367.424671
2023-04-01 10:45:00,Recibido,ALGO,961.2597
2023-04-01 11:30:00,Recibido,ALGO,505.707164
2023-04-01 12:15:00,Recibido,ALGO,44.998
2023-04-01 13:00:00,Recibido,ALGO,1273.514
2023-04-01 13:15:00,Recibido,ALGO,99.998
2023-04-01 13:45:00,Recibido,ALGO,1713.170086
2023-04-01 14:00:00,Recibido,ALGO,235.898
2023-04-01 14:30:00,Recibido,ALGO,498.975
2023-04-01 14:45:00,Recibido,ALGO,22.126783
2023-04-01 15:45:00,Recibido,ALGO,34.998
2023-04-01 16:30:00,Recibido,ALGO,439.430288
2023-04-01 16:45:00,Recibido,ALGO,1215.513798
2023-04-01 17:15:00,Recibido,ALGO,3450.8940000000002
2023-04-01 17:30:00,Recibido,ALGO,105.497439
2023-04-01 18:00:00,Recibido,ALGO,37.996
2023-04-01 18:15:00,Recibido,ALGO,5358.856915
2023-04-01 20:00:00,Recibido,ALGO,938.56205
2023-04-01 20:15:00,Recibido,ALGO,4.998
2023-04-01 20:45:00,Recibido,ALGO,100.898
2023-04-01 22:00:00,Recibido,ALGO,8725.008
2023-04-01 23:00:00,Recibido,ALGO,119.998
2023-04-01 23:30:00,Recibido,ALGO,197.898
2023-04-02 00:15:00,Recibido,ALGO,99.998
2023-04-02 01:00:00,Recibido,ALGO,1343.93551
2023-04-02 02:15:00,Recibido,ALGO,77.845421
2023-04-02 03:15:00,Recibido,ALGO,1275.806182
