,address,transaction_weight,holdings_weight,influence_score
50,OFB2SMWDDB3V4RYRSC6EXJYB2RYFVPWGYYEGAOLK52TN72G2DELKVENV44,2.686506862356486e-11,0.03775286246730667,0.02265171749113003
40,VZBMOTCMEHRITULBNLCWHA5U62UUXLQZMLVM6HPBPCMIM2YOMHDQRTK64E,0.0022971413996666227,0.029399362698392374,0.018558474178902072
89,3XQ3RJXTG2VDOV45ZKYIGEVXP2VF2HDZJX6I3NUCIJHXGHYEDA74LRSQ5U,2.5957697772234536e-12,0.029803755594742246,0.017882253357883654
55,E4VMOYKWJCTKYVY447ALPOZMORITQYQVZVSYJ4ABLCCAAX4ZE6RNFDXZPI,2.7450839679486966e-12,0.028940249685755884,0.017364149812551563
99,XUPBGF6OXIRVIGU2VHHYJFI4JEHLLIPNLMWNCSUZ7F44KYFRPV52ULIYNI,3.893654665835181e-12,0.028175061341105128,0.01690503680622054
98,3NGBML54PC7AJATJGW5BXMF6ZOFO2V4VTKKRTS3EAZXTVVHSPXTNV2GKEA,2.5957697772234536e-12,0.028175061337109314,0.016905036803303897
42,VAOTJJLJP54QIKGCCFNJZVNHXXFZUZ3AAXCVGX5LRDQXQOUZRWBFBASUDQ,3.893654665835181e-12,0.027409873004565367,0.016445923804296683
72,OMHYS6DGAS2GQIMALPYPSMNDQ2735J7Z76RQFH7KP2MIPDHXOZYVV3TVO4,3.893654665835181e-12,0.026644684645069958,0.015986810788599436
41,OM2NLTOCWVDGX5XI6ETIQPW2CEILSEJFOC4NX5TJCTU6WMNC2KT2OUCT4M,3.893654665835181e-12,0.026568165807456898,0.015940899486031602
63,WW5MEAVIVE3X4N6ZED4CEXUKAAEBACMS2HSGG7GIOXKHWCWKCAGAWDSGL4,1.1179187916719874e-08,0.0065889480020418206,0.003953373272900258
74,EIATQQ3TAKBR67FOEMPPSOA2ZYXO5FNXQQDUPRFFISS2Y6AO5HMJBFNRXE,0.0,4.201454856922705e-09,2.520872914153623e-09
68,7ZUHI3E5Z7V5XJTQISK76KXG4O7KJY66VD7LFIX2EZ5Z5VOVZBONZDAVWM,3.893654665835181e-12,1.5309153871012581e-09,9.201066941270889e-10
95,K4F7HD3ZEQZ7SG5XDSXJSC6HVXXCQQQK6E47MRA5ZUJ2I7Y54G4LUZKMUY,0.0,1.2903003809310476e-09,7.741802285586286e-10
2,NE5EGI4JA5EFJV3AVD4OPYNBJYN66ZKOWKOXADZKZMZ3DFGQGY3VEKHMFU,0.0,9.182260167028754e-10,5.509356100217252e-10
11,53B5Q2CMPW2HZDZYKXECOMQGZDWNIT4W75B3D5XAT3ABPDCMCQT6RVHJGI,0.0,6.048599632292961e-10,3.6291597793757766e-10
93,B2465RWQTTRXELPWRZENQIQLBPDTQQZJGEQXLWQHQTBHUMSD2RKA7CAWEM,0.0,5.617660858887357e-10,3.370596515332414e-10
97,22LRYAZSTGCB7DXQUKOWA3JG4ZP2DZJ3H6R5ZCVE5XBIXLK2VPST5CY2J4,0.0,1.5355646714991637e-10,9.213388028994982e-11
26,LRDSA35VTQL3ORSNBCM7TPGMYZKWK3OTRWSKD6NSXOKAOIPHQXJFEKNS2Q,0.0,1.5338353458343732e-10,9.203012075006239e-11
3,FB3ILSDVDSECHNC25SZCOCQVKVQC27MF54S42KQ2H7THP7MU2WEBNDJYJY,0.0,1.5303766945047924e-10,9.182260167028754e-11
4,HEOQ3S6V47RFLU2RZ5GTQYJBEFRL54UWZ77PNUBNTDVSXIPYOPE2XZJSLE,0.0,1.5303766945047924e-10,9.182260167028754e-11
10,JJT4QS7NTMCKVSLJUZ6BQLV44MLQ4F5OWFJP26CN3BYTPORMMRO5AB6QCA,0.0,0.0,0.0
